ZCTA,city,logOR,SE,pov_percent,nohsgradpercent,NDI,outcome_sum
75143,DFW,0.010567076,0.021271067,16.8970219,26.06915221,0.641594361,119
75146,DFW,-0.015091692,0.01210974,8.642239071,13.00305044,-0.083952617,279
75149,DFW,0.021721138,0.007835323,12.76227519,22.96453101,0.297416365,673
75150,DFW,0.00773515,0.007798271,11.84678954,17.40765287,0.216346659,671
75152,DFW,-0.045071032,0.030658042,11.54203705,22.18808195,-0.217465789,72
75154,DFW,-0.000666212,0.007769728,8.667889812,14.19639966,-0.408619679,500
75158,DFW,-0.019887358,0.029724111,10.29518972,17.52471587,-0.347133579,65
75159,DFW,0.015227741,0.013671904,11.43311515,23.15262971,0.196862272,230
75160,DFW,0.004874785,0.018490102,18.27623951,24.17225385,0.59612559,138
75165,DFW,0.004540012,0.006630071,13.24267748,15.09872719,-0.085919203,895
75167,DFW,-0.056119676,0.029024577,5.000900293,11.60711315,-0.796870723,81
75180,DFW,-0.000704184,0.010659714,27.21555121,34.54733576,1.317409455,341
75181,DFW,-0.006647504,0.012285869,11.81492948,15.22071097,-0.346303029,280
75189,DFW,0.027727268,0.034791954,7.912083173,13.81244995,-0.581611727,58
75201,DFW,0.023096953,0.034321,13.85612354,5.418141589,-0.841730331,54
75203,DFW,-0.008323483,0.011297946,36.49365318,53.33234964,2.351816641,297
75204,DFW,-0.000609695,0.012757389,21.42925648,19.78972036,0.140709883,235
75205,DFW,-0.009723371,0.010939773,8.960639091,2.238672951,-1.069499728,377
75206,DFW,-0.03415852,0.016661519,17.28071248,14.07309193,-0.145619696,175
75208,DFW,0.004699472,0.01105202,26.2388936,42.92442629,1.278615926,315
75209,DFW,0.009258406,0.019058935,13.43737748,11.61194403,-0.400206327,122
75210,DFW,-0.029548372,0.014339846,45.83978721,41.83115094,3.040858908,209
75211,DFW,-0.002929505,0.006720931,24.95744885,51.50714289,1.761963174,846
75212,DFW,0.00628083,0.006718601,35.35332871,56.59096247,2.764081867,709
75214,DFW,-0.017693028,0.014478096,14.24745121,11.07723696,-0.435509957,206
75215,DFW,-0.002372603,0.007917777,40.18230536,30.49418023,2.263174359,553
75216,DFW,-0.005618887,0.005167648,37.6846756,36.89155983,2.321046242,1241
75217,DFW,0.008033153,0.005561929,30.38977678,48.45974353,2.054982768,1196
75218,DFW,0.01907196,0.023562933,9.006293209,9.254712675,-0.536859423,106
75219,DFW,-0.019849071,0.018540369,19.07612973,17.02790576,-0.072713395,140
75220,DFW,0.005504326,0.011487744,26.04946577,49.43676592,1.828657431,302
75223,DFW,-0.01971911,0.017843747,28.14128373,47.64641278,1.537731196,138
75224,DFW,-0.0120908,0.008407308,31.31752855,44.42681358,1.8609164,491
75225,DFW,0.030669539,0.026618835,2.907619206,1.280286362,-1.611099052,75
75227,DFW,-0.010666077,0.007331348,23.10348653,37.30602931,1.400266426,756
75228,DFW,0.001395374,0.006897695,25.21854638,32.3391146,1.299199642,833
75229,DFW,-0.020277091,0.014472214,13.27273726,23.9368999,-0.007165812,187
75230,DFW,-0.026383312,0.017024936,10.56832001,8.674053848,-0.710143053,157
75231,DFW,0.010767764,0.006872802,27.70522853,26.72280734,1.149263451,899
75232,DFW,0.002895066,0.007148693,20.39891267,18.35442521,0.873216824,704
75233,DFW,0.010479934,0.013996379,21.52457626,33.01512224,1.203877168,189
75234,DFW,0.002305821,0.01704337,12.16594133,25.2679847,0.106589472,153
75235,DFW,0.005277523,0.014622983,29.13280052,36.46230022,1.359687795,205
75236,DFW,0.00336946,0.011375508,24.69684652,27.49102994,1.374382222,291
75237,DFW,-0.00991293,0.007292303,30.37596698,16.47643919,1.620672328,584
75238,DFW,-0.003816501,0.010796589,14.98853895,13.60545685,-0.006705462,335
75240,DFW,-0.007305758,0.00934521,28.29761607,30.88072411,1.223742041,493
75241,DFW,0.016566074,0.006155145,30.39096076,21.36996794,1.602115547,855
75243,DFW,0.006063413,0.0061231,23.21015511,16.56618071,0.675060555,1131
75244,DFW,0.020581017,0.021907298,11.01395886,12.15933665,-0.466816609,92
75248,DFW,-0.017921893,0.013807917,7.526225449,5.141705043,-0.724407472,236
75249,DFW,0.01127343,0.011529887,12.03020097,13.91695992,-0.135509044,241
75252,DFW,0.006999227,0.018431128,14.45217879,5.215438451,-0.427472291,131
75253,DFW,-0.000018336,0.014723453,26.36445522,43.19507733,1.645589348,223
75287,DFW,0.0107815,0.011587773,10.51242433,6.816063358,-0.415883028,368
75407,DFW,0.024304775,0.018418882,9.964632525,20.39470049,-0.106937939,156
75409,DFW,0.006264333,0.029649405,12.38923227,19.04426356,-0.113479876,88
75442,DFW,-0.044710389,0.036680051,12.0461879,14.95811255,-0.09317329,60
76001,DFW,0.003250237,0.009634627,8.340375667,11.19755262,-0.568192333,376
76002,DFW,0.003411744,0.009535122,8.686845418,10.64465189,-0.549228171,357
76006,DFW,-0.014188297,0.017336687,12.77765324,7.365674473,-0.334097841,147
76008,DFW,-0.032113063,0.025898362,4.490320366,4.889987614,-1.148412944,82
76009,DFW,-0.006533237,0.016224566,12.16582508,23.34290518,0.206404814,155
76010,DFW,0.001361951,0.007933128,29.77750878,39.14627368,1.777135752,609
76011,DFW,-0.001228913,0.01268298,27.93300527,29.69011178,1.336191688,240
76012,DFW,0.000231253,0.015375415,11.35170591,11.4321518,-0.24829502,144
76013,DFW,0.00312976,0.013067552,19.47877636,9.530047735,0.134357125,219
76014,DFW,0.001285811,0.007921335,21.849229,24.97594105,0.884693125,592
76015,DFW,0.008771672,0.01291566,12.22838533,12.34270069,0.081395035,219
76016,DFW,0.003424946,0.01256023,5.331846997,5.89857948,-0.958937287,206
76017,DFW,0.000867755,0.008802548,8.151705461,7.071449801,-0.588443893,429
76018,DFW,-0.007038453,0.010349177,7.907341739,12.56934167,-0.311533678,340
76020,DFW,0.000564908,0.012678954,14.40278403,14.88510033,0.016572378,232
76021,DFW,0.005859157,0.011417779,6.468887947,5.431856458,-0.74959634,297
76022,DFW,-0.032642214,0.017280512,8.312317887,7.634029695,-0.589830734,138
76028,DFW,-0.000677468,0.009636512,5.31395018,9.320854458,-0.8374817,346
76031,DFW,0.028879074,0.013296237,14.59725382,24.49575534,0.228094673,221
76033,DFW,-0.012079248,0.012027101,13.21728202,19.74791111,0.155464899,286
76034,DFW,-0.013519795,0.01667546,2.214618318,1.725110697,-1.725142394,115
76036,DFW,0.037335601,0.013735707,10.98832039,11.19222947,-0.279511278,210
76039,DFW,-0.000362702,0.011618075,6.897074756,8.34168101,-0.601602105,343
76040,DFW,0.009084448,0.010217005,13.19619287,13.25443201,0.064654585,405
76050,DFW,0.089194323,0.036876284,6.759611239,13.467936,-0.448505663,55
76051,DFW,0.00944024,0.009966305,7.713326086,7.250883329,-0.806351159,347
76052,DFW,-0.00258747,0.019160964,2.82372441,11.34847591,-1.078399976,108
76053,DFW,0.016649854,0.009115373,15.57791546,14.90170274,0.261760646,444
76054,DFW,-0.006584951,0.021458682,2.840394692,3.209325481,-1.30217291,70
76058,DFW,0.003683951,0.014555762,11.59368066,25.28653103,0.045953751,173
76060,DFW,-0.026387689,0.021375348,8.678582052,15.56326296,-0.239198577,97
76063,DFW,0.000536004,0.00673105,7.913435031,10.64157493,-0.806554397,765
76065,DFW,0.001836197,0.009056598,5.281504594,9.012883615,-0.796786092,407
76082,DFW,0.014388888,0.016213536,12.06819299,19.11025832,-0.020961746,135
76084,DFW,0.010328135,0.016966715,14.20178731,22.60818178,0.230777831,124
76086,DFW,-0.015372313,0.021335074,17.22249399,14.86105518,0.257881174,120
76087,DFW,-0.033079493,0.028183503,6.634110762,9.132768424,-0.837059987,82
76092,DFW,-0.02090912,0.016529995,2.743070214,1.689724868,-1.754360223,110
76102,DFW,-0.015642089,0.017723305,45.90536804,21.67571765,1.315886665,120
76103,DFW,-0.002572437,0.011578128,22.7290342,33.10816008,1.134488918,255
76104,DFW,-0.005528675,0.00728646,45.77198352,38.53164009,2.636780349,613
76105,DFW,0.003405624,0.006850287,33.93057165,50.80566747,2.476354389,690
76106,DFW,0.006574562,0.007327251,32.62409449,57.14966291,2.371377845,580
76107,DFW,-0.001252712,0.009951179,18.5504222,17.02598504,0.082289977,344
76108,DFW,-0.013042932,0.007937729,10.81107326,14.81544311,-0.144128759,526
76109,DFW,0.01052282,0.016286511,16.43754838,3.401471636,-0.57778011,134
76110,DFW,0.011933426,0.008552206,30.44903091,41.3335304,1.441068135,473
76111,DFW,0.014403522,0.012331039,17.74839854,44.45359014,1.192609201,222
76112,DFW,0.00981165,0.005776771,20.96760816,20.95296486,0.823262497,980
76114,DFW,0.007024953,0.010272564,20.5238719,28.95872905,0.904316547,360
76115,DFW,0.011497973,0.009779244,42.87365838,51.61442107,2.529804873,369
76116,DFW,0.004199311,0.008213009,19.59522322,16.07975562,0.443978798,550
76117,DFW,0.009453038,0.008430592,18.50478046,30.73945073,0.796400673,454
76118,DFW,0.010819229,0.012823842,8.580640956,13.77380726,-0.278943548,213
76119,DFW,0.001639678,0.005427766,31.53025818,33.8294434,1.820781876,1208
76120,DFW,0.021646023,0.013304044,13.88187398,12.22027128,0.246066989,219
76123,DFW,0.018443976,0.008760108,7.285829623,7.003585171,-0.723779509,445
76126,DFW,-0.002871805,0.018516216,5.473608252,6.170980055,-0.850136706,138
76131,DFW,-0.002379662,0.010474089,7.272292146,9.889081095,-0.728104307,302
76132,DFW,-0.013548868,0.01353622,10.86383894,5.398849985,-0.474118624,231
76133,DFW,0.002103377,0.00639667,13.72970086,13.69430879,0.132564762,839
76134,DFW,0.011390581,0.009546091,15.07699301,16.96254022,0.268470286,388
76135,DFW,-0.000418608,0.011119354,18.63842322,16.38217393,0.180813311,243
76137,DFW,-0.002446847,0.007560109,6.645393373,9.85725426,-0.828798559,604
76140,DFW,-0.004378726,0.008702594,17.78422615,19.44182953,0.437263634,479
76148,DFW,-0.004823448,0.009587878,6.579166616,13.11393059,-0.481378456,342
76179,DFW,-0.005994474,0.008254835,5.195517723,9.870687983,-0.705139875,484
76180,DFW,-0.00458089,0.007265515,9.371813299,9.769412103,-0.379191121,671
76201,DFW,-0.027723655,0.01326857,38.22070135,14.69454999,1.147920678,245
76205,DFW,-0.019459666,0.020021765,21.02536613,19.32720962,0.476595787,116
76207,DFW,0.013379569,0.031579917,11.92945202,9.062312528,-0.452043408,60
76208,DFW,-0.030587755,0.017009522,14.93377649,11.11256324,-0.326361649,183
76227,DFW,0.014761179,0.020449002,4.125787637,6.879587139,-0.99114011,132
76247,DFW,0.005294299,0.024179875,5.571432085,12.51242338,-0.572142295,82
76248,DFW,-0.013236565,0.008028792,3.153841248,3.629229187,-1.371262016,559
76262,DFW,0.010444974,0.015310643,2.061534283,3.342620496,-1.269042228,152
76651,DFW,0.065285055,0.032557005,11.7198595,17.97326504,-0.088562225,52
